IITMandi_YouTube/eng/eng_151.wav | True: English | Pred: Sindhi | Similarity: 0.5206 | MISMATCH
IITMandi_YouTube/eng/eng_221.wav | True: English | Pred: English | Similarity: 0.6780 | MATCH
IITMandi_YouTube/eng/eng_65.wav | True: English | Pred: English | Similarity: 0.6183 | MATCH
IITMandi_YouTube/eng/eng_71.wav | True: English | Pred: English | Similarity: 0.6227 | MATCH
IITMandi_YouTube/eng/eng_59.wav | True: English | Pred: English | Similarity: 0.6139 | MATCH
IITMandi_YouTube/eng/eng_58.wav | True: English | Pred: English | Similarity: 0.6018 | MATCH
IITMandi_YouTube/eng/eng_70.wav | True: English | Pred: English | Similarity: 0.6395 | MATCH
IITMandi_YouTube/eng/eng_64.wav | True: English | Pred: English | Similarity: 0.6024 | MATCH
IITMandi_YouTube/eng/eng_220.wav | True: English | Pred: English | Similarity: 0.6772 | MATCH
IITMandi_YouTube/eng/eng_234.wav | True: English | Pred: English | Similarity: 0.6065 | MATCH
IITMandi_YouTube/eng/eng_208.wav | True: English | Pred: English | Similarity: 0.6568 | MATCH
IITMandi_YouTube/eng/eng_195.wav | True: English | Pred: Sindhi | Similarity: 0.6127 | MISMATCH
IITMandi_YouTube/eng/eng_181.wav | True: English | Pred: English | Similarity: 0.6642 | MATCH
IITMandi_YouTube/eng/eng_156.wav | True: English | Pred: Sindhi | Similarity: 0.5331 | MISMATCH
IITMandi_YouTube/eng/eng_4.wav | True: English | Pred: English | Similarity: 0.5573 | MATCH
IITMandi_YouTube/eng/eng_142.wav | True: English | Pred: Sindhi | Similarity: 0.5445 | MISMATCH
IITMandi_YouTube/eng/eng_168.wav | True: English | Pred: English | Similarity: 0.5709 | MATCH
IITMandi_YouTube/eng/eng_154.wav | True: English | Pred: English | Similarity: 0.5082 | MATCH
IITMandi_YouTube/eng/eng_140.wav | True: English | Pred: English | Similarity: 0.6338 | MATCH
IITMandi_YouTube/eng/eng_6.wav | True: English | Pred: English | Similarity: 0.5642 | MATCH
IITMandi_YouTube/eng/eng_197.wav | True: English | Pred: English | Similarity: 0.5791 | MATCH
IITMandi_YouTube/eng/eng_183.wav | True: English | Pred: English | Similarity: 0.6393 | MATCH
IITMandi_YouTube/eng/eng_222.wav | True: English | Pred: English | Similarity: 0.6413 | MATCH
IITMandi_YouTube/eng/eng_236.wav | True: English | Pred: English | Similarity: 0.7042 | MATCH
IITMandi_YouTube/eng/eng_99.wav | True: English | Pred: English | Similarity: 0.6067 | MATCH
IITMandi_YouTube/eng/eng_72.wav | True: English | Pred: English | Similarity: 0.6218 | MATCH
IITMandi_YouTube/eng/eng_66.wav | True: English | Pred: English | Similarity: 0.6334 | MATCH
IITMandi_YouTube/eng/eng_67.wav | True: English | Pred: English | Similarity: 0.6394 | MATCH
IITMandi_YouTube/eng/eng_73.wav | True: English | Pred: English | Similarity: 0.6218 | MATCH
IITMandi_YouTube/eng/eng_98.wav | True: English | Pred: English | Similarity: 0.6545 | MATCH
IITMandi_YouTube/eng/eng_237.wav | True: English | Pred: English | Similarity: 0.6525 | MATCH
IITMandi_YouTube/eng/eng_223.wav | True: English | Pred: English | Similarity: 0.6781 | MATCH
IITMandi_YouTube/eng/eng_182.wav | True: English | Pred: English | Similarity: 0.6135 | MATCH
IITMandi_YouTube/eng/eng_196.wav | True: English | Pred: Sindhi | Similarity: 0.5783 | MISMATCH
IITMandi_YouTube/eng/eng_141.wav | True: English | Pred: Sindhi | Similarity: 0.5412 | MISMATCH
IITMandi_YouTube/eng/eng_7.wav | True: English | Pred: English | Similarity: 0.5624 | MATCH
IITMandi_YouTube/eng/eng_155.wav | True: English | Pred: Sindhi | Similarity: 0.5163 | MISMATCH
IITMandi_YouTube/eng/eng_169.wav | True: English | Pred: English | Similarity: 0.5884 | MATCH
IITMandi_YouTube/eng/eng_132.wav | True: English | Pred: English | Similarity: 0.6135 | MATCH
IITMandi_YouTube/eng/eng_126.wav | True: English | Pred: English | Similarity: 0.5936 | MATCH
IITMandi_YouTube/eng/eng_244.wav | True: English | Pred: English | Similarity: 0.6343 | MATCH
IITMandi_YouTube/eng/eng_250.wav | True: English | Pred: English | Similarity: 0.6125 | MATCH
IITMandi_YouTube/eng/eng_278.wav | True: English | Pred: English | Similarity: 0.6218 | MATCH
IITMandi_YouTube/eng/eng_28.wav | True: English | Pred: Urdu | Similarity: 0.6440 | MISMATCH
IITMandi_YouTube/eng/eng_287.wav | True: English | Pred: English | Similarity: 0.6030 | MATCH
IITMandi_YouTube/eng/eng_293.wav | True: English | Pred: English | Similarity: 0.5726 | MATCH
IITMandi_YouTube/eng/eng_14.wav | True: English | Pred: English | Similarity: 0.5793 | MATCH
IITMandi_YouTube/eng/eng_15.wav | True: English | Pred: Assamese | Similarity: 0.5112 | MISMATCH
IITMandi_YouTube/eng/eng_292.wav | True: English | Pred: English | Similarity: 0.5943 | MATCH
IITMandi_YouTube/eng/eng_286.wav | True: English | Pred: English | Similarity: 0.5980 | MATCH
IITMandi_YouTube/eng/eng_29.wav | True: English | Pred: Urdu | Similarity: 0.6469 | MISMATCH
IITMandi_YouTube/eng/eng_279.wav | True: English | Pred: English | Similarity: 0.6098 | MATCH
IITMandi_YouTube/eng/eng_251.wav | True: English | Pred: English | Similarity: 0.6032 | MATCH
IITMandi_YouTube/eng/eng_245.wav | True: English | Pred: English | Similarity: 0.5889 | MATCH
IITMandi_YouTube/eng/eng_127.wav | True: English | Pred: Gujarati | Similarity: 0.5868 | MISMATCH
IITMandi_YouTube/eng/eng_133.wav | True: English | Pred: Gujarati | Similarity: 0.5716 | MISMATCH
IITMandi_YouTube/eng/eng_125.wav | True: English | Pred: English | Similarity: 0.6088 | MATCH
IITMandi_YouTube/eng/eng_131.wav | True: English | Pred: English | Similarity: 0.6124 | MATCH
IITMandi_YouTube/eng/eng_119.wav | True: English | Pred: English | Similarity: 0.6163 | MATCH
IITMandi_YouTube/eng/eng_253.wav | True: English | Pred: English | Similarity: 0.5873 | MATCH
IITMandi_YouTube/eng/eng_247.wav | True: English | Pred: English | Similarity: 0.6272 | MATCH
IITMandi_YouTube/eng/eng_290.wav | True: English | Pred: Punjabi | Similarity: 0.5672 | MISMATCH
IITMandi_YouTube/eng/eng_284.wav | True: English | Pred: English | Similarity: 0.5824 | MATCH
IITMandi_YouTube/eng/eng_17.wav | True: English | Pred: English | Similarity: 0.6142 | MATCH
IITMandi_YouTube/eng/eng_16.wav | True: English | Pred: Assamese | Similarity: 0.4890 | MISMATCH
IITMandi_YouTube/eng/eng_285.wav | True: English | Pred: English | Similarity: 0.5892 | MATCH
IITMandi_YouTube/eng/eng_291.wav | True: English | Pred: Punjabi | Similarity: 0.5324 | MISMATCH
IITMandi_YouTube/eng/eng_246.wav | True: English | Pred: English | Similarity: 0.5963 | MATCH
IITMandi_YouTube/eng/eng_252.wav | True: English | Pred: English | Similarity: 0.6026 | MATCH
IITMandi_YouTube/eng/eng_118.wav | True: English | Pred: English | Similarity: 0.6285 | MATCH
IITMandi_YouTube/eng/eng_130.wav | True: English | Pred: Gujarati | Similarity: 0.5455 | MISMATCH
IITMandi_YouTube/eng/eng_124.wav | True: English | Pred: English | Similarity: 0.6058 | MATCH
IITMandi_YouTube/eng/eng_108.wav | True: English | Pred: English | Similarity: 0.5155 | MATCH
IITMandi_YouTube/eng/eng_120.wav | True: English | Pred: English | Similarity: 0.6319 | MATCH
IITMandi_YouTube/eng/eng_134.wav | True: English | Pred: Gujarati | Similarity: 0.5628 | MISMATCH
IITMandi_YouTube/eng/eng_256.wav | True: English | Pred: English | Similarity: 0.6063 | MATCH
IITMandi_YouTube/eng/eng_242.wav | True: English | Pred: English | Similarity: 0.6140 | MATCH
IITMandi_YouTube/eng/eng_12.wav | True: English | Pred: English | Similarity: 0.5273 | MATCH
IITMandi_YouTube/eng/eng_295.wav | True: English | Pred: English | Similarity: 0.5986 | MATCH
IITMandi_YouTube/eng/eng_281.wav | True: English | Pred: English | Similarity: 0.6015 | MATCH
IITMandi_YouTube/eng/eng_280.wav | True: English | Pred: English | Similarity: 0.6018 | MATCH
IITMandi_YouTube/eng/eng_294.wav | True: English | Pred: English | Similarity: 0.5715 | MATCH
IITMandi_YouTube/eng/eng_13.wav | True: English | Pred: English | Similarity: 0.5712 | MATCH
IITMandi_YouTube/eng/eng_243.wav | True: English | Pred: English | Similarity: 0.6754 | MATCH
IITMandi_YouTube/eng/eng_257.wav | True: English | Pred: English | Similarity: 0.5951 | MATCH
IITMandi_YouTube/eng/eng_135.wav | True: English | Pred: Gujarati | Similarity: 0.5481 | MISMATCH
IITMandi_YouTube/eng/eng_121.wav | True: English | Pred: English | Similarity: 0.6273 | MATCH
IITMandi_YouTube/eng/eng_109.wav | True: English | Pred: English | Similarity: 0.5775 | MATCH
IITMandi_YouTube/eng/eng_137.wav | True: English | Pred: English | Similarity: 0.5567 | MATCH
IITMandi_YouTube/eng/eng_123.wav | True: English | Pred: English | Similarity: 0.6215 | MATCH
IITMandi_YouTube/eng/eng_269.wav | True: English | Pred: English | Similarity: 0.6007 | MATCH
IITMandi_YouTube/eng/eng_241.wav | True: English | Pred: English | Similarity: 0.6737 | MATCH
IITMandi_YouTube/eng/eng_255.wav | True: English | Pred: English | Similarity: 0.5880 | MATCH
IITMandi_YouTube/eng/eng_11.wav | True: English | Pred: English | Similarity: 0.5735 | MATCH
IITMandi_YouTube/eng/eng_282.wav | True: English | Pred: English | Similarity: 0.5788 | MATCH
IITMandi_YouTube/eng/eng_39.wav | True: English | Pred: Punjabi | Similarity: 0.4862 | MISMATCH
IITMandi_YouTube/eng/eng_296.wav | True: English | Pred: English | Similarity: 0.5803 | MATCH
IITMandi_YouTube/eng/eng_297.wav | True: English | Pred: English | Similarity: 0.5793 | MATCH
IITMandi_YouTube/eng/eng_38.wav | True: English | Pred: Punjabi | Similarity: 0.5250 | MISMATCH
IITMandi_YouTube/eng/eng_283.wav | True: English | Pred: English | Similarity: 0.5831 | MATCH
IITMandi_YouTube/eng/eng_10.wav | True: English | Pred: English | Similarity: 0.5839 | MATCH
IITMandi_YouTube/eng/eng_254.wav | True: English | Pred: English | Similarity: 0.6137 | MATCH
IITMandi_YouTube/eng/eng_240.wav | True: English | Pred: English | Similarity: 0.6128 | MATCH
IITMandi_YouTube/eng/eng_268.wav | True: English | Pred: English | Similarity: 0.5821 | MATCH
IITMandi_YouTube/eng/eng_122.wav | True: English | Pred: English | Similarity: 0.6118 | MATCH
IITMandi_YouTube/eng/eng_136.wav | True: English | Pred: Gujarati | Similarity: 0.5830 | MISMATCH
IITMandi_YouTube/eng/eng_113.wav | True: English | Pred: English | Similarity: 0.5806 | MATCH
IITMandi_YouTube/eng/eng_107.wav | True: English | Pred: English | Similarity: 0.5106 | MATCH
IITMandi_YouTube/eng/eng_265.wav | True: English | Pred: English | Similarity: 0.5884 | MATCH
IITMandi_YouTube/eng/eng_271.wav | True: English | Pred: English | Similarity: 0.6177 | MATCH
IITMandi_YouTube/eng/eng_259.wav | True: English | Pred: English | Similarity: 0.5890 | MATCH
IITMandi_YouTube/eng/eng_35.wav | True: English | Pred: Punjabi | Similarity: 0.5147 | MISMATCH
IITMandi_YouTube/eng/eng_21.wav | True: English | Pred: Urdu | Similarity: 0.6760 | MISMATCH
IITMandi_YouTube/eng/eng_20.wav | True: English | Pred: English | Similarity: 0.6463 | MATCH
IITMandi_YouTube/eng/eng_34.wav | True: English | Pred: Assamese | Similarity: 0.5500 | MISMATCH
IITMandi_YouTube/eng/eng_258.wav | True: English | Pred: English | Similarity: 0.5945 | MATCH
IITMandi_YouTube/eng/eng_270.wav | True: English | Pred: English | Similarity: 0.5870 | MATCH
IITMandi_YouTube/eng/eng_264.wav | True: English | Pred: English | Similarity: 0.5837 | MATCH
IITMandi_YouTube/eng/eng_106.wav | True: English | Pred: English | Similarity: 0.5248 | MATCH
IITMandi_YouTube/eng/eng_112.wav | True: English | Pred: English | Similarity: 0.5373 | MATCH
IITMandi_YouTube/eng/eng_304.wav | True: English | Pred: English | Similarity: 0.5963 | MATCH
IITMandi_YouTube/eng/eng_104.wav | True: English | Pred: English | Similarity: 0.6444 | MATCH
IITMandi_YouTube/eng/eng_110.wav | True: English | Pred: English | Similarity: 0.6060 | MATCH
IITMandi_YouTube/eng/eng_138.wav | True: English | Pred: Gujarati | Similarity: 0.5861 | MISMATCH
IITMandi_YouTube/eng/eng_272.wav | True: English | Pred: English | Similarity: 0.6189 | MATCH
IITMandi_YouTube/eng/eng_266.wav | True: English | Pred: English | Similarity: 0.5700 | MATCH
IITMandi_YouTube/eng/eng_22.wav | True: English | Pred: Urdu | Similarity: 0.6385 | MISMATCH
IITMandi_YouTube/eng/eng_36.wav | True: English | Pred: Sindhi | Similarity: 0.4956 | MISMATCH
IITMandi_YouTube/eng/eng_299.wav | True: English | Pred: Punjabi | Similarity: 0.5383 | MISMATCH
IITMandi_YouTube/eng/eng_298.wav | True: English | Pred: English | Similarity: 0.6266 | MATCH
IITMandi_YouTube/eng/eng_37.wav | True: English | Pred: English | Similarity: 0.5273 | MATCH
IITMandi_YouTube/eng/eng_23.wav | True: English | Pred: Urdu | Similarity: 0.6264 | MISMATCH
IITMandi_YouTube/eng/eng_267.wav | True: English | Pred: English | Similarity: 0.5803 | MATCH
IITMandi_YouTube/eng/eng_273.wav | True: English | Pred: English | Similarity: 0.5657 | MATCH
IITMandi_YouTube/eng/eng_139.wav | True: English | Pred: Gujarati | Similarity: 0.5780 | MISMATCH
IITMandi_YouTube/eng/eng_111.wav | True: English | Pred: English | Similarity: 0.6282 | MATCH
IITMandi_YouTube/eng/eng_105.wav | True: English | Pred: English | Similarity: 0.5535 | MATCH
IITMandi_YouTube/eng/eng_303.wav | True: English | Pred: English | Similarity: 0.5702 | MATCH
IITMandi_YouTube/eng/eng_129.wav | True: English | Pred: English | Similarity: 0.5609 | MATCH
IITMandi_YouTube/eng/eng_101.wav | True: English | Pred: Gujarati | Similarity: 0.5731 | MISMATCH
IITMandi_YouTube/eng/eng_115.wav | True: English | Pred: English | Similarity: 0.6092 | MATCH
IITMandi_YouTube/eng/eng_277.wav | True: English | Pred: English | Similarity: 0.5957 | MATCH
IITMandi_YouTube/eng/eng_263.wav | True: English | Pred: English | Similarity: 0.5887 | MATCH
IITMandi_YouTube/eng/eng_27.wav | True: English | Pred: Hindi | Similarity: 0.6269 | MISMATCH
IITMandi_YouTube/eng/eng_288.wav | True: English | Pred: English | Similarity: 0.5872 | MATCH
IITMandi_YouTube/eng/eng_33.wav | True: English | Pred: Sindhi | Similarity: 0.5198 | MISMATCH
IITMandi_YouTube/eng/eng_32.wav | True: English | Pred: Assamese | Similarity: 0.4383 | MISMATCH
IITMandi_YouTube/eng/eng_289.wav | True: English | Pred: English | Similarity: 0.5887 | MATCH
IITMandi_YouTube/eng/eng_26.wav | True: English | Pred: Punjabi | Similarity: 0.6354 | MISMATCH
IITMandi_YouTube/eng/eng_262.wav | True: English | Pred: English | Similarity: 0.6159 | MATCH
IITMandi_YouTube/eng/eng_276.wav | True: English | Pred: English | Similarity: 0.6178 | MATCH
IITMandi_YouTube/eng/eng_114.wav | True: English | Pred: English | Similarity: 0.6490 | MATCH
IITMandi_YouTube/eng/eng_100.wav | True: English | Pred: English | Similarity: 0.6241 | MATCH
IITMandi_YouTube/eng/eng_128.wav | True: English | Pred: Gujarati | Similarity: 0.5511 | MISMATCH
IITMandi_YouTube/eng/eng_302.wav | True: English | Pred: English | Similarity: 0.5947 | MATCH
IITMandi_YouTube/eng/eng_300.wav | True: English | Pred: English | Similarity: 0.5669 | MATCH
IITMandi_YouTube/eng/eng_116.wav | True: English | Pred: English | Similarity: 0.6134 | MATCH
IITMandi_YouTube/eng/eng_102.wav | True: English | Pred: English | Similarity: 0.5780 | MATCH
IITMandi_YouTube/eng/eng_248.wav | True: English | Pred: English | Similarity: 0.6422 | MATCH
IITMandi_YouTube/eng/eng_260.wav | True: English | Pred: English | Similarity: 0.6199 | MATCH
IITMandi_YouTube/eng/eng_274.wav | True: English | Pred: English | Similarity: 0.6313 | MATCH
IITMandi_YouTube/eng/eng_30.wav | True: English | Pred: Urdu | Similarity: 0.6583 | MISMATCH
IITMandi_YouTube/eng/eng_24.wav | True: English | Pred: Urdu | Similarity: 0.6178 | MISMATCH
IITMandi_YouTube/eng/eng_18.wav | True: English | Pred: Punjabi | Similarity: 0.5437 | MISMATCH
IITMandi_YouTube/eng/eng_19.wav | True: English | Pred: English | Similarity: 0.6366 | MATCH
IITMandi_YouTube/eng/eng_25.wav | True: English | Pred: Urdu | Similarity: 0.6435 | MISMATCH
IITMandi_YouTube/eng/eng_31.wav | True: English | Pred: English | Similarity: 0.6431 | MATCH
IITMandi_YouTube/eng/eng_275.wav | True: English | Pred: English | Similarity: 0.5833 | MATCH
IITMandi_YouTube/eng/eng_261.wav | True: English | Pred: English | Similarity: 0.6224 | MATCH
IITMandi_YouTube/eng/eng_249.wav | True: English | Pred: English | Similarity: 0.6017 | MATCH
IITMandi_YouTube/eng/eng_103.wav | True: English | Pred: English | Similarity: 0.5958 | MATCH
IITMandi_YouTube/eng/eng_117.wav | True: English | Pred: English | Similarity: 0.6365 | MATCH
IITMandi_YouTube/eng/eng_301.wav | True: English | Pred: English | Similarity: 0.5892 | MATCH
IITMandi_YouTube/eng/eng_170.wav | True: English | Pred: English | Similarity: 0.5988 | MATCH
IITMandi_YouTube/eng/eng_164.wav | True: English | Pred: English | Similarity: 0.6503 | MATCH
IITMandi_YouTube/eng/eng_158.wav | True: English | Pred: Sindhi | Similarity: 0.5138 | MISMATCH
IITMandi_YouTube/eng/eng_206.wav | True: English | Pred: English | Similarity: 0.6735 | MATCH
IITMandi_YouTube/eng/eng_212.wav | True: English | Pred: English | Similarity: 0.6593 | MATCH
IITMandi_YouTube/eng/eng_95.wav | True: English | Pred: English | Similarity: 0.5814 | MATCH
IITMandi_YouTube/eng/eng_81.wav | True: English | Pred: English | Similarity: 0.6104 | MATCH
IITMandi_YouTube/eng/eng_56.wav | True: English | Pred: English | Similarity: 0.6057 | MATCH
IITMandi_YouTube/eng/eng_42.wav | True: English | Pred: Hindi | Similarity: 0.6621 | MISMATCH
IITMandi_YouTube/eng/eng_43.wav | True: English | Pred: English | Similarity: 0.5230 | MATCH
IITMandi_YouTube/eng/eng_57.wav | True: English | Pred: English | Similarity: 0.6230 | MATCH
IITMandi_YouTube/eng/eng_80.wav | True: English | Pred: English | Similarity: 0.6575 | MATCH
IITMandi_YouTube/eng/eng_94.wav | True: English | Pred: English | Similarity: 0.6207 | MATCH
IITMandi_YouTube/eng/eng_213.wav | True: English | Pred: English | Similarity: 0.6779 | MATCH
IITMandi_YouTube/eng/eng_207.wav | True: English | Pred: English | Similarity: 0.6714 | MATCH
IITMandi_YouTube/eng/eng_159.wav | True: English | Pred: Assamese | Similarity: 0.5498 | MISMATCH
IITMandi_YouTube/eng/eng_165.wav | True: English | Pred: English | Similarity: 0.5688 | MATCH
IITMandi_YouTube/eng/eng_171.wav | True: English | Pred: English | Similarity: 0.5778 | MATCH
IITMandi_YouTube/eng/eng_167.wav | True: English | Pred: English | Similarity: 0.6091 | MATCH
IITMandi_YouTube/eng/eng_173.wav | True: English | Pred: English | Similarity: 0.5578 | MATCH
IITMandi_YouTube/eng/eng_9.wav | True: English | Pred: English | Similarity: 0.5770 | MATCH
IITMandi_YouTube/eng/eng_198.wav | True: English | Pred: Bengali | Similarity: 0.6015 | MISMATCH
IITMandi_YouTube/eng/eng_211.wav | True: English | Pred: English | Similarity: 0.6514 | MATCH
IITMandi_YouTube/eng/eng_205.wav | True: English | Pred: English | Similarity: 0.6520 | MATCH
IITMandi_YouTube/eng/eng_82.wav | True: English | Pred: English | Similarity: 0.6074 | MATCH
IITMandi_YouTube/eng/eng_239.wav | True: English | Pred: English | Similarity: 0.6458 | MATCH
IITMandi_YouTube/eng/eng_96.wav | True: English | Pred: English | Similarity: 0.6213 | MATCH
IITMandi_YouTube/eng/eng_69.wav | True: English | Pred: English | Similarity: 0.6126 | MATCH
IITMandi_YouTube/eng/eng_41.wav | True: English | Pred: Dogri | Similarity: 0.4906 | MISMATCH
IITMandi_YouTube/eng/eng_55.wav | True: English | Pred: English | Similarity: 0.6389 | MATCH
IITMandi_YouTube/eng/eng_54.wav | True: English | Pred: English | Similarity: 0.6311 | MATCH
IITMandi_YouTube/eng/eng_40.wav | True: English | Pred: English | Similarity: 0.6405 | MATCH
IITMandi_YouTube/eng/eng_68.wav | True: English | Pred: English | Similarity: 0.6254 | MATCH
IITMandi_YouTube/eng/eng_97.wav | True: English | Pred: English | Similarity: 0.6245 | MATCH
IITMandi_YouTube/eng/eng_238.wav | True: English | Pred: English | Similarity: 0.6534 | MATCH
IITMandi_YouTube/eng/eng_83.wav | True: English | Pred: Gujarati | Similarity: 0.6246 | MISMATCH
IITMandi_YouTube/eng/eng_204.wav | True: English | Pred: English | Similarity: 0.6773 | MATCH
IITMandi_YouTube/eng/eng_210.wav | True: English | Pred: English | Similarity: 0.6650 | MATCH
IITMandi_YouTube/eng/eng_199.wav | True: English | Pred: Bengali | Similarity: 0.6341 | MISMATCH
IITMandi_YouTube/eng/eng_8.wav | True: English | Pred: English | Similarity: 0.5757 | MATCH
IITMandi_YouTube/eng/eng_172.wav | True: English | Pred: English | Similarity: 0.5783 | MATCH
IITMandi_YouTube/eng/eng_166.wav | True: English | Pred: English | Similarity: 0.5811 | MATCH
IITMandi_YouTube/eng/eng_162.wav | True: English | Pred: Marathi | Similarity: 0.5900 | MISMATCH
IITMandi_YouTube/eng/eng_176.wav | True: English | Pred: English | Similarity: 0.5820 | MATCH
IITMandi_YouTube/eng/eng_189.wav | True: English | Pred: English | Similarity: 0.6641 | MATCH
IITMandi_YouTube/eng/eng_228.wav | True: English | Pred: English | Similarity: 0.6409 | MATCH
IITMandi_YouTube/eng/eng_87.wav | True: English | Pred: English | Similarity: 0.5935 | MATCH
IITMandi_YouTube/eng/eng_93.wav | True: English | Pred: English | Similarity: 0.6104 | MATCH
IITMandi_YouTube/eng/eng_214.wav | True: English | Pred: English | Similarity: 0.6704 | MATCH
IITMandi_YouTube/eng/eng_200.wav | True: English | Pred: English | Similarity: 0.6619 | MATCH
IITMandi_YouTube/eng/eng_44.wav | True: English | Pred: English | Similarity: 0.4848 | MATCH
IITMandi_YouTube/eng/eng_50.wav | True: English | Pred: English | Similarity: 0.4921 | MATCH
IITMandi_YouTube/eng/eng_78.wav | True: English | Pred: English | Similarity: 0.5936 | MATCH
IITMandi_YouTube/eng/eng_79.wav | True: English | Pred: English | Similarity: 0.5628 | MATCH
IITMandi_YouTube/eng/eng_51.wav | True: English | Pred: English | Similarity: 0.6524 | MATCH
